title,genres,types,cast,director
Kindergarten Cop,['Comedy'],Comedy crimefighter cook drugdealer dyinganddeath kindergarten kiss police teacher childreneducation,"['Arnold Schwarzenegger', 'Penelope Ann Miller', 'Pamela Reed', 'Linda Hunt', 'Richard Tyson', 'Alix Koromzay', 'Carroll Baker', 'Cathy Moriarty', 'Joseph Cousins', 'Christian Cousins', 'Park Overall', 'Richard Portnow', 'Tom Kurlander', 'Betty Lou Henson', 'Jayne Brook', 'Tom Dugan', 'Catherine Reitman', 'Miko Hughes', 'Adam Wylie', 'Michael Chapman', 'Odette Annable', 'Heidi Swedberg', 'Bob Nelson', 'Molly Cleator', 'Eugene Elman', 'Susan Burns', 'Jason Stuart', 'Ray Glanzmann', 'Ed Crick', 'Angela Bassett', 'Chi Muoi Lo', 'John Hammil', 'Steve Park', 'John Steinkamp', 'Charlie Holliday', 'Lee Forest', 'Judy Wix', 'Galen Yuen', 'Frankie Avina', 'Terry Golden', 'Lee Dupree', 'Debra Casey', 'Peter Mark Vasquez', 'Jacques Apollo Bolton', 'Leo Lee', 'Kenneth Chapman', 'Rick Jones', 'Mimi J. Kauffman', 'Tiffany Reaves', 'Jason Reitman', 'Anne Merrem', 'Arlene J. Phalon', 'Justin Page', 'Peter Rakow', 'Sarah Rose Karr', 'Marissa Rosen', 'Ben McCreary', 'Robert Cave', 'Ben Diskin', 'Tameka Runnels', 'Medha Garg', 'Brian Wagner', 'John Christian Graas', 'Jimmy Darrin Jackson III', 'Ian Baumer', 'Amy Wald', 'Tiffany Mataras', 'Krystle Mataras', 'James Chance', 'Nicole Nagorsky', 'Ross Malinger', 'Amber Reaves', 'Tina Hart', 'Emily Ann Lloyd', 'Haley Hileman', 'Bethany Allyn', 'Zachary Marsh', 'Anthony Wong', 'Remone Bradley', 'Jaime Lucero Jr.', 'Gary Rodriguez', 'Thomas Rosales, Jr.', 'William Rossman', 'Rob Wegner', 'Kim Delgado']",Ivan Reitman
Pineapple Express,"['Action', 'Comedy']",Action Comedy smoking marijuana stoner roach lollipop paintingtoenails radiocallinshow drivingthroughawall seed referencetopandora'sbox,"['Seth Rogen', 'James Franco', 'Danny McBride', 'Gary Cole', 'Rosie Perez', 'Amber Heard', 'Adam Crosby', 'Dana Lee', 'Brian Scannell', 'Craig Robinson', 'Ed Begley Jr.', 'Nora Dunn', 'Joe Lo Truglio', 'Arthur Napiontek', 'Cleo King', 'Bill Hader', 'James Remar', 'Ken Jeong', 'Bobby Lee', 'Connie Sawyer', 'David McDivitt', 'Mae LaBorde', 'John Robert Tramutola', 'Andrew Heald', 'Jeannetta Arnette', 'Jonathan Spencer', 'Howard S. Lefstein', 'Robert Longstreet', 'Kendall Carly Browne', 'Omar Leyva', 'Sam Carson', 'Jack Kehler', 'Peter Lewis', 'Steve Bannos', 'Eddie Rouse', 'Brian Scannell', 'Troy Gentile', 'Jourdan Lee']",David Gordon Green
Ever After: A Cinderella Story,"['Drama', 'Romance', 'Comedy']",Drama Romance Comedy france childabuse slavery leonardodavinci prince fairytale royalty orphan evilstepmother stepsiblings 16thcentury brigands gypsies classism bandits commoner emotionalabuse,"['Drew Barrymore', 'Dougray Scott', 'Anjelica Huston', 'Megan Dodds', 'Melanie Lynskey', 'Timothy West', 'Judy Parfitt', 'Patrick Godfrey', 'Toby Jones', 'Lee Ingleby', 'Jeroen Krabbé', 'Anna Maguire', 'Kate Lansbury', 'Matyelok Gibbs', 'Walter Sparrow', 'Jeanne Moreau', ""Richard O'Brien"", 'Peter Gunn', 'Joerg Stadler', 'Andy Henderson', 'Elizabeth Earl', 'Alex Pooley', 'Janet Henfrey', 'Ursula Jones', 'Rupam Maxwell']",Andy Tennant
Open Range,['Western'],Western horse beef ranger,"['Kevin Costner', 'Robert Duvall', 'Michael Gambon', 'Michael Jeter', 'Diego Luna', 'James Russo', 'Abraham Benrubi', 'Kim Coates', 'Annette Bening', 'Dean McDermott', 'Herb Kohler', 'Peter MacNeill', 'Cliff Saunders', 'Patricia Stutz', 'Julian Richings']",Kevin Costner
Flatliners,"['Drama', 'Horror', 'Science Fiction', 'Thriller']",Drama Horror ScienceFiction Thriller lifeanddeath afterlife swing memory medicalstudent confetti,"['Kiefer Sutherland', 'Julia Roberts', 'Kevin Bacon', 'William Baldwin', 'Oliver Platt', 'Kimberly Scott', 'Joshua Rudoy', 'Benjamin Mouton', 'Aeryk Egan', 'Kesha Reed', 'Hope Davis', 'Jim Ortlieb', 'John Duda', 'Megan Stewart', 'Tressa Thomas', 'Sanna Vraa', 'Beth Grant', 'Marilyn Dodds Frank', 'Patricia Belcher']",Joel Schumacher
A Bridge Too Far,"['Drama', 'History', 'War']",Drama History War netherlands worldwarii panzer britishsoldier,"['Dirk Bogarde', 'James Caan', 'Michael Caine', 'Sean Connery', 'Edward Fox', 'Elliott Gould', 'Gene Hackman', 'Anthony Hopkins', 'Hardy Krüger', 'Laurence Olivier', ""Ryan O'Neal"", 'Robert Redford', 'Maximilian Schell', 'Liv Ullmann', 'John Judd', 'Denholm Elliott', 'Jeremy Kemp', 'Wolfgang Preiss', 'Nicholas Campbell', 'Colin Farrell', 'Walter Kohut', 'Alun Armstrong', 'Hans von Borsody', 'Hartmut Becker', 'Michael Byrne', 'Garrick Hagon', 'John Ratzenberger', 'Fred Williams', 'Ben Cross', 'Arthur Hill', 'Edward Kalinski', 'Ben Howard', 'Donald Douglas']",Richard Attenborough
Red Eye,"['Horror', 'Thriller']",Horror Thriller hostage menace hitman airplane,"['Rachel McAdams', 'Cillian Murphy', 'Brian Cox', 'Jayma Mays', 'Jack Scalia', 'Robert Pine', 'Terry Press', 'Brittany Oaks', 'Laura Johnson', 'Max Kasch', 'Kyle Gallner', 'Angela Paton', 'Loren Lester', 'Suzie Plakson', 'Monica McSwain', 'Beth Toussaint', 'Adam Gobble', 'Megan Crawford', 'Carl Gilliard', 'Mary Kathleen Gordon', 'Philip Pavel', 'Amber Mead', 'Dey Young', 'Jeanine Jackson']",Wes Craven
Final Destination 2,"['Horror', 'Mystery']",Horror Mystery ambulance premonition hospital,"['Ali Larter', 'A.J. Cook', 'Michael Landes', 'Tony Todd', 'Keegan Connor Tracy', ""Terrence 'T.C.' Carson"", 'Lynda Boyd', 'James Kirk', 'David Paetkau', 'Justina Machado', 'Sarah Carter', 'Alejandro Rae', 'Shaun Sipos', 'Andrew Airlie', 'Noel Fisher']",David R. Ellis
"O Brother, Where Art Thou?","['Action', 'Adventure', 'Comedy']",Action Adventure Comedy prophecy southernusa musicrecord countrymusic mississippi seduction musical fraud,"['George Clooney', 'John Turturro', 'Tim Blake Nelson', 'John Goodman', 'Holly Hunter', 'Chris Thomas King', 'Charles Durning', 'Del Pentecost', 'Michael Badalucco', 'J.R. Horne', 'Brian Reddy', 'Wayne Duvall', 'Ed Gale', 'Ray McKinnon', 'Daniel von Bargen', 'Mia Tate', 'Musetta Vander', 'Christy Taylor', 'Millford Fortenberry', 'Frank Collison', 'Quinn Gasaway', 'Lee Weaver', 'Stephen Root']",Joel Coen
Legion,['Horror'],Horror angel diner religion apocalypse demon desert angels,"['Paul Bettany', 'Dennis Quaid', 'Kevin Durand', 'Kate Walsh', 'Doug Jones', 'Lucas Black', 'Tyrese Gibson', 'Adrianne Palicki', 'Charles S. Dutton', 'Jon Tenney', 'Jeanette Miller', 'Cameron Harlow', 'Josh Stamberg', 'Yancey Arias', 'Willa Holland']",Scott Stewart
Pain & Gain,"['Thriller', 'Crime', 'Action']",Thriller Crime Action miami scam crime weightlifting weightlifting duringcreditsstinger,"['Mark Wahlberg', 'Dwayne Johnson', 'Anthony Mackie', 'Tony Shalhoub', 'Ed Harris', 'Rob Corddry', 'Bar Paly', 'Rebel Wilson', 'Ken Jeong', 'Michael Rispoli', 'Keili Lefkovitz', 'Vivi Pineda', 'Christopher Jestin Langstaff', 'Gustavo Quiroz Jr.', 'Corinne Ferrer', 'Zack Moore', 'Kory Getman', 'Peter Stormare', 'Larry Hankin', 'Tony Plana', 'Brian Stepanek', 'Persei Caputo', 'Bill Kelly', 'Emily Rutherfurd', 'Wladimir Klitschko']",Michael Bay
In Good Company,"['Comedy', 'Drama', 'Romance']",Comedy Drama Romance midlifecrisis daughter badboss,"['Topher Grace', 'Scarlett Johansson', 'Dennis Quaid', 'Marg Helgenberger', 'David Paymer', 'Clark Gregg', 'Philip Baker Hall', 'Kevin Chapman', 'Selma Blair', 'Frankie Faison', 'Ty Burrell', 'Amy Aquino', 'Enrique Castillo', 'Malcolm McDowell', 'John Cho']",Paul Weitz
Clockstoppers,"['Adventure', 'Family', 'Science Fiction', 'Thriller']",Adventure Family ScienceFiction Thriller time airplane youth wristwatch,"['Jesse Bradford', 'Paula Garcés', 'Robin Thomas', 'French Stewart', 'Michael Biehn', 'Julia Sweeney', 'Garikayi Mutambirwa', 'Lindze Letherman', 'Jason George', 'Ken Jenkins', 'Tony Abatemarco', 'Brian J. Williams']",Jonathan Frakes
Silverado,"['Action', 'Crime', 'Drama', 'Western']",Action Crime Drama Western sheriff fight horse malefriendship twogunsbelt,"['Kevin Kline', 'Scott Glenn', 'Kevin Costner', 'Danny Glover', 'Brian Dennehy', 'John Cleese', 'Brad Leland', 'Marvin J. McIntyre', 'Sheb Wooley', 'Jon Kasdan', 'Todd Allen', 'Kenny Call', 'Bill Thurman', 'Meg Kasdan', 'Dick Durock', 'Gene Hartline', 'Autry Ward', 'Jake Kasdan', 'Rosanna Arquette', 'Rusty Meyers', 'Zeke Davidson', 'Lois Geary', 'James Gammon', 'Troy Ward', 'Roy McAdams', 'Linda Hunt', 'Jeff Goldblum', 'Ray Baker', 'Joe Seneca', 'Lynn Whitfield', 'Jeff Fahey', 'Patricia Gaul', 'Amanda Wyss', 'Earl Hindman', 'Thomas Wilson Brown', 'Jim Haynie', 'Richard Jenkins', 'Ken Farmer', 'Sam Gauny']",Lawrence Kasdan
Brothers,"['Drama', 'Thriller', 'War']",Drama Thriller War brotherbrotherrelationship brother-in-law lossofhusband warinafghanistan sister-in-law,"['Tobey Maguire', 'Jake Gyllenhaal', 'Natalie Portman', 'Sam Shepard', 'Mare Winningham', 'Bailee Madison', 'Taylor Geare', 'Patrick John Flueger', 'Clifton Collins Jr', 'Carey Mulligan', 'Omid Abtahi', 'Navid Negahban', 'Ethan Suplee', 'Arron Shiver', 'Ray Prewitt', 'Jenny Wade', 'Jason E. Hill', 'James D. Dever', 'Luce Rains', 'Enayat Delawary', 'Rick La Monda', 'Kevin Wiggins', 'Yousuf Azami', 'Carrie Fleming']",Jim Sheridan
Agent Cody Banks 2: Destination London,['Comedy'],Comedy londonengland cia teenagehero teenspy ciaagent,"['Frankie Muniz', 'Anthony Anderson', 'Hannah Spearritt', 'Alfie Allen', 'Cynthia Stevenson', 'Daniel Roebuck', 'Anna Chancellor', 'Keith Allen', 'James Faulkner', 'David Kelly', 'Santiago Segura', 'Connor Widdows', 'Keith David', 'Rod Silvers', 'Jack Stanley', 'Joshua Brody']",Kevin Allen
New Year's Eve,"['Comedy', 'Romance']",Comedy Romance newyear'seve illustrator caterer pedicab ticket videoconferencing multiplestorylines duringcreditsstinger,"['Robert De Niro', 'Katherine Heigl', 'Ashton Kutcher', 'Carla Gugino', 'Lea Michele', 'Zac Efron', 'Josh Duhamel', 'Jessica Biel', 'Halle Berry', 'Sofía Vergara', 'Abigail Breslin', 'Alyssa Milano', 'Hilary Swank', 'Sarah Jessica Parker', 'Michelle Pfeiffer', 'Cary Elwes', 'Seth Meyers', 'Sarah Paulson', 'Til Schweiger', 'Jon Bon Jovi', 'Héctor Elizondo', 'Katherine McNamara', 'Ludacris', 'Jake T. Austin', 'Nat Wolff', 'Yeardley Smith', 'Ryan Seacrest', 'Michael Bloomberg', 'Fiona Choi', 'Jim Belushi', 'Mara Davi', 'Cassidy Reiff', 'Russell Peters', 'Serena Poon', 'Common']",Garry Marshall
Original Sin,"['Drama', 'Thriller', 'Mystery', 'Romance']",Drama Thriller Mystery Romance women sex cuba eroticism lover(female) passion coffeegrower sin denunciation,"['Angelina Jolie', 'Antonio Banderas', 'Gregory Itzin', 'Jack Thompson', 'Allison Mackie', 'Joan Pringle', 'Cordelia Richards', 'Thomas Jane', 'James Haven', 'Lisa Owen']",Michael Cristofer
The Raven,"['Crime', 'Thriller', 'Mystery']",Crime Thriller Mystery poison blackmail maskedball historicalfigure buriedalive serialkiller deadline edgarallanpoe newspaperreview baltimoremaryland newspaperoffice hardtimes lifeimitatesart pendulum,"['John Cusack', 'Luke Evans', 'Alice Eve', 'Brendan Gleeson', 'Kevin McNally', 'Oliver Jackson-Cohen', 'Jimmy Yuill', 'Pam Ferris', 'Brendan Coyle', 'Dave Legeno', 'Michael Shannon']",James McTeigue
Welcome to Mooseport,['Comedy'],Comedy ,"['Ray Romano', 'Gene Hackman', 'Marcia Gay Harden', 'Maura Tierney', 'June Squibb', 'Christine Baranski', 'Fred Savage', 'Rip Torn', 'Wayne Robson', 'Michael Kinney']",Donald Petrie
Highlander: The Final Dimension,"['Action', 'Fantasy', 'Science Fiction']",Action Fantasy ScienceFiction japan newyork scotland morocco goodandbad,"['Christopher Lambert', 'Mario Van Peebles', 'Deborah Kara Unger', 'Mako', 'Martin Neufeld', 'Daniel Do', 'Michael Jayston', 'Louis Bertignac']",Andrew Morahan
Blood and Wine,"['Crime', 'Drama', 'Thriller']",Crime Drama Thriller robbery gun fight love murder heist theft diamond neo-noir,"['Jack Nicholson', 'Stephen Dorff', 'Jennifer Lopez', 'Judy Davis', 'Michael Caine', 'Harold Perrineau', 'Robyn Peterson', 'Mike Starr']",Bob Rafelson
Snow White: A Tale of Terror,"['Fantasy', 'Horror']",Fantasy Horror jealousy toxication castle stepmother fairy-talefigure apple middleages mirror nobility,"['Sigourney Weaver', 'Sam Neill', 'Monica Keena', 'Gil Bellows', 'Brian Glover', 'David Conrad', 'Anthony Brophy', 'Andrew Tiernan', 'Taryn Davis']",Michael Cohn
The Curse of the Jade Scorpion,"['Comedy', 'Crime', 'Mystery', 'Romance', 'Thriller']",Comedy Crime Mystery Romance Thriller hypnosis independentfilm,"['Dan Aykroyd', 'Helen Hunt', 'Woody Allen', 'Charlize Theron', 'David Ogden Stiers', 'Brian Markinson', 'John Tormey', 'John Schuck', 'Elizabeth Berkley', 'Kaili Vernoff', 'Maurice Sonnenberg', 'Peter Gerety', 'Kevin Cahoon', 'Wallace Shawn', 'Vince Giordano', 'Kenneth Edelson', 'Brian McConnachie', 'Judy Gold', 'Ira Wheeler', 'Tina Sloan', 'Ramsey Faragallah', 'Arthur J. Nascarella', 'Irwin Corey', 'Michael Mulheren', 'Peter Linari', 'Dan Moran', 'Ray Garvey', 'John Doumanian', 'Philip Levy', 'Howard Alden', 'Ted Sommer', 'Randy Sandke', 'Peter Ecklund', 'Joel Helleny', 'Chuck Wilson', 'Raymond Beckenstein', 'Lawrence Feldman', 'Ken Peplowski', 'Carole Bayeux', 'Herb Lovelle', 'Carmen', 'Patrick Horgan', 'Howard Erskine', 'Bob Dorian', 'Trude Klein', 'Bruce Brown', 'Dick Hyman']",Woody Allen
Accidental Love,"['Romance', 'Comedy']",Romance Comedy one-nightstand romanticcomedy accidentallove,"['Jake Gyllenhaal', 'Jessica Biel', 'James Marsden', 'Catherine Keener', 'Paul Reubens', 'Kirstie Alley', 'James Brolin', 'Tracy Morgan', 'Malinda Williams', 'Kurt Fuller', 'David Ramsey', 'Michael Harding', 'Olivia Crocicchia', 'Conrad Goode', 'Bill Hader', 'Albert Gore III', 'Raymond L. Brown Jr.']",David O. Russell
Flipper,"['Adventure', 'Family']",Adventure Family dolphin florida floridakeys summer,"['Elijah Wood', 'Paul Hogan', 'Jonathan Banks', 'Jason Fuchs', 'Robert Deacon', 'Luke Halpin', 'Chelsea Field']",Alan Shapiro
Self/less,"['Science Fiction', 'Mystery', 'Thriller']",ScienceFiction Mystery Thriller lie immortality terminalillness laboratory cancer doctor body-swap death rich falsememory soultransference richman mindtransfer hostbody bodysnatching eternal,"['Ryan Reynolds', 'Ben Kingsley', 'Natalie Martinez', 'Matthew Goode', 'Michelle Dockery', 'Melora Hardin', 'Victor Garber', 'Sam Page', 'Derek Luke', 'Mariana Paola Vicente', 'Jaynee-Lynne Kinchen', 'Brendan McCarthy', 'Thomas Francis Murphy', 'Sandra Ellis Lafferty', 'Emily Tremaine', 'Griff Furst', 'Cedric Palmisano', 'Tom Waite', 'Douglas M. Griffin', 'Marcus Lyle Brown', 'Teri Wyble', 'Gary Weeks', 'Kristin Erickson', 'Dakota Buchanan', 'Robert Harvey', 'Dylan Lowe', 'Jimmy Gonzales', 'Jesica Ahlberg', 'Dacia Fernandez', 'Hannah Jelinovic', 'Ashley Laliberty', 'Anna Dudnik', 'Big Freedia', 'Antionique Price', 'Stephanie Bertrand', 'Shelby Skipper', 'Alvin Santana', 'Rashod Singleton', 'Keiton Crump', 'Clay Chamberlin', 'Kate Ransome Wilcox', 'Julian Niccolini', 'Mariah Quintana']",Tarsem Singh
The Constant Gardener,"['Drama', 'Mystery', 'Thriller']",Drama Mystery Thriller aids diplomat nairobi politician pharmaceuticalindustry cancer morgue genocideinrwanda,"['Ralph Fiennes', 'Rachel Weisz', 'Danny Huston', 'Bill Nighy', 'Donald Sumpter', 'Pete Postlethwaite', 'Richard McCabe', 'Hubert Koundé', 'Daniele Harford', 'Bernard Otieno Oduor', 'Damaris Itenyo Agweyu', 'Keith Pearson', 'John Sibi-Okumu', 'Archie Panjabi', 'Gerard McSorley', 'Juliet Aubrey', 'Jacqueline Maribe', 'Donald Apiyo', 'Anneke Kim Sarnau', 'Rupert Simonian']",Fernando Meirelles
The Passion of the Christ,['Drama'],Drama christianity jewry romanempire jesuschrist suffering apostle lastsupper roman bible mission torture,"['Jim Caviezel', 'Maia Morgenstern', 'Monica Bellucci', 'Rosalinda Celentano', 'Sergio Rubini', 'Francesco Cabras', 'Christo Jivkov', 'Francesco De Vito', 'Mattia Sbragia', 'Toni Bertorelli', 'Angelo Di Loreta', 'Luca Lionello', 'Hristo Shopov', 'Andrea Refuto', 'Hafedh Khalifa', 'Claudia Gerini', 'Pietro Sarubbi', 'Fabio Sartor', 'Giacinto Ferro', 'Olek Mincer', 'Luca De Dominicis', 'Sabrina Impacciatore', 'Maurizio Di Carmine', 'Nuot Arquint']",Mel Gibson
Mrs. Doubtfire,"['Comedy', 'Drama', 'Family']",Comedy Drama Family sanfrancisco parentskidsrelationship restaurant nanny mask custodybattle fakeidentity,"['Robin Williams', 'Sally Field', 'Pierce Brosnan', 'Harvey Fierstein', 'Polly Holliday', 'Lisa Jakub', 'Matthew Lawrence', 'Mara Wilson', 'Robert Prosky', 'Anne Haney', 'Scott Capurro', 'Sydney Walker', 'Martin Mull', 'Terence McGovern', 'Karen Kahn', 'Eva Gholson', 'James Cunningham', 'Ralph Peduto', 'Scott Beach', 'Juliette Marshall', 'Drew Letchworth', 'Jessica Myerson', 'Sharon Lockwood', 'Jim Cullen']",Chris Columbus
Rain Man,['Drama'],Drama individual mentallydisabled autism lossoffather yuppie cardealer egocentrism travel convertible psychiatrist duringcreditsstinger savant,"['Dustin Hoffman', 'Tom Cruise', 'Valeria Golino', 'Gerald R. Molen', 'Jack Murdock', 'Michael D. Roberts', 'Ralph Seymour', 'Lucinda Jenney', 'Bonnie Hunt', 'Kim Robillard', 'Beth Grant', 'Dolan Dougherty', 'Marshall Dougherty', 'Patrick Dougherty', 'Peter Dougherty', 'Andrew Dougherty', 'Loretta Wendt Jolivette', 'Donald E. Jones', 'Bryon P. Caunar', 'Donna J. Dickson', 'Ralph Tabakin', 'Ray Baker', 'Jake Hoffman', 'Royce D. Applegate', 'Anna Mathias', 'Archie Hahn', 'Luisa Leschin', 'Ira Miller', 'Chris Mulkey', 'Julie Payne', 'Reni Santoni', 'Ruth Silveira', 'Jonathan Stark', 'Lynne Marie Stewart', 'Arnold F. Turner', 'Gigi Vorgan', 'Barry Levinson', 'Mark Winn', 'June Christopher']",Barry Levinson
Gran Torino,['Drama'],Drama rape warveteran immigration priest gang oldman teenager gangster detroit widower car hmong,"['Clint Eastwood', 'Christopher Carley', 'Bee Vang', 'Ahney Her', 'Brian Haley', 'Geraldine Hughes', 'Dreama Walker', 'Brian Howe', 'John Carroll Lynch', 'William Hill', 'Brooke Chia Thao', 'Chee Thao', 'Choua Kue', 'Scott Eastwood', 'Xia Soua Chang', 'Doua Moua', 'Sarah Neubauer', 'Lee Mong Vang', 'Nana Gbewonyo', 'John Anton', 'Austin Douglas Smith', 'Ramon Camacho', 'Rio Scafone', 'Thomas D. Mahard', 'Arthur Cartwright', 'Julia Ho', 'Elvis Thao', 'Clint Ward', 'Shelagh Conley', 'Jeffrey Feingold', 'William C Fox', ""Tony Stef'Ano"", 'Carey Torrice', 'Sonny Vue', 'Greg Trzaskoma', 'John Johns', 'Davis Gloff', 'Conor Liam Callaghan', 'Michael E. Kurowski', 'Maykao K. Lytongpao', 'Carlos Guadarrama', 'Andrew Tamez-Hull', 'Antonio Mireles', 'Tru Hang', 'Marty Bufalini', 'My-Ishia Cason-Brown', 'Rochelle Winter', 'Claudia Rodgers', 'Darline Bucchare', 'Arnold Montey', 'Jeffrey Scott Basham']",Clint Eastwood
W.,"['Drama', 'History']",Drama History usa whitehouse usapresident georgew.bush president iraqwar,"['Josh Brolin', 'Elizabeth Banks', 'Ellen Burstyn', 'Ioan Gruffudd', 'Thandie Newton', 'Richard Dreyfuss', 'Scott Glenn', 'James Cromwell', 'Jeffrey Wright', 'Toby Jones', 'Bruce McGill', 'Michael Gaston', 'Jason Ritter', 'Rob Corddry', 'Stacy Keach', 'Colin Hanks', 'Jesse Bradford', 'Marley Shelton']",Oliver Stone
Taken,"['Action', 'Thriller']",Action Thriller paris kidnapping humantrafficking rescue prostitution albanian missingdaughter exciaagent,"['Liam Neeson', 'Famke Janssen', 'Maggie Grace', 'Katie Cassidy', 'Holly Valance', 'Xander Berkeley', 'Olivier Rabourdin', 'Leland Orser', 'Jon Gries', 'Camille Japy', 'David Warshofsky', 'Goran Kostić', 'Radivoje Bukvić', 'Nicolas Giraud', 'Gérard Watkins', 'Arben Bajraktaraj', 'Jalil Naciri', 'Marc Amyot', 'Mathieu Busson', 'Michel Flash', 'Valentin Kalaj', 'Fani Kolarova', 'Christophe Kourotchkine', 'Edwin Krüger', 'Anca Radici', 'Nathan Rippy', 'Héléna Soubeyrand', 'Tommy Spahija', 'Anatole Taubman', 'Bertrand Treuil', 'Opender Singh', 'Christy Reese', 'George Hertzberg', 'Nabil Massad', 'Ivette González']",Pierre Morel
The Best of Me,"['Drama', 'Romance']",Drama Romance highschoolsweetheart,"['Michelle Monaghan', 'James Marsden', 'Liana Liberato', 'Luke Bracey', 'Gerald McRaney', 'Caroline Goodall', 'Clarke Peters', 'Sebastian Arcelus', 'Jon Tenney', 'Sean Bridgers', 'Hunter Burke', 'Robby Rasmussen', 'Caroline Hebert', 'Schuyler Fisk', 'Douglas M. Griffin', 'Bill Martin Williams', 'Jimmy Gonzales', 'Mia Frost', 'Donna DuPlantier', 'David Jensen', 'Jim Gleason', 'Kesha Bullard', 'Julia Lashae', 'Jordan Smith', 'Laura Meyer', 'Bailey Winston', 'Matthew Metzger', 'Thomas Ryan Smith', 'Brittany Buckner', 'Keith Cieslinski', 'Brian Les Weinberger', 'Virgil Brent Allen', 'Ian Nelson', 'Rob Mello']",Michael Hoffman
The Bodyguard,"['Thriller', 'Action', 'Drama', 'Music', 'Romance']",Thriller Action Drama Music Romance sistersisterrelationship anonymousletter diva bodyguard oscaraward losangeles,"['Whitney Houston', 'Kevin Costner', 'Michele Lamar Richards', 'Ralph Waite', 'Gary Kemp', 'Bill Cobbs', 'Tomas Arana', 'Mike Starr', 'Christopher Birt', 'DeVaughn Nixon', 'Debbie Reynolds', 'Gerry Bamman', 'Joe Urla', 'Charles Keating', 'Robert Wuhl', 'Danny Kamin', 'Richard Schiff', 'Nathaniel Parker', 'Bert Remsen', 'Stephen Shellen', 'Chris Connelly', 'Patricia Healy', 'Blumen Young', 'Linda Thompson', 'Towanna King', 'David Foster']",Mick Jackson
